,x,y,labels
3018,23.942043,83.21388,4
3019,-69.055435,-64.845276,1
3020,-20.935522,51.679276,9
3021,81.577545,-33.8481,0
3022,-22.695724,65.63681,9
3023,-37.190807,-83.62639,2
3024,71.17427,-19.6008,0
3025,26.907415,13.473211,5
3026,7.02988,-13.392502,8
3027,-10.661406,-33.026875,8
3028,-31.293512,-24.91101,8
3029,-6.788763,-3.971169,8
3030,72.24026,18.400381,9
3031,29.79544,4.992933,5
3032,0.6807695,-20.724182,8
3033,21.291374,-51.663994,3
3034,10.075337,-38.915947,3
3035,85.56497,-35.91994,0
3036,71.66181,21.5905,6
3037,27.977606,46.48389,4
3038,9.30304,67.11059,4
3039,13.372258,39.01054,4
3040,1.6002047,-4.9870725,8
3041,-68.03347,-50.080868,1
3042,-22.72108,-69.533455,2
3043,65.551704,38.818573,6
3044,-30.465652,71.60968,9
3045,-58.46807,-40.44447,1
3046,41.332108,33.178745,6
3047,18.380898,-59.123306,3
3048,2.7430573,-56.40612,3
3049,61.632683,-43.104874,0
3050,88.40572,28.884447,6
3051,-3.2172732,-48.53805,3
3052,14.616156,93.20835,4
3053,63.644173,38.993793,6
3054,-32.791256,-50.777737,2
3055,-16.185978,24.94602,9
3056,16.466948,97.11237,4
3057,11.013052,-61.450676,3
3058,89.15638,33.877304,6
3059,-45.129906,14.837038,7
3060,-58.591198,10.059363,7
3061,24.695875,42.0781,4
3062,33.71218,-23.440536,5
3063,-10.669153,22.292953,9
3064,-19.332365,-89.50226,2
3065,-30.632158,13.275589,7
3066,-0.51068866,-0.46174303,8
3067,74.34266,-45.760334,0
3068,-90.85756,-16.433771,1
3069,-16.785849,21.289541,9
3070,-102.038826,20.877457,1
3071,12.415117,44.499023,4
3072,69.97125,58.24169,4
3073,-21.677382,-12.223052,8
3074,14.35104,77.87957,4
3075,15.184519,-75.972336,3
3076,-3.5409186,32.683147,9
3077,-21.531952,-92.89471,2
3078,-9.139957,-85.487595,2
3079,-48.364098,6.995781,7
3080,-82.45486,-7.9730825,1
3081,-48.913277,14.37477,7
3082,-34.032707,-25.79033,8
3083,-10.302132,32.993187,9
3084,-18.898502,61.322655,9
3085,29.283566,16.995947,5
3086,-7.3272243,-34.17088,8
3087,-48.682823,14.747154,7
3088,-24.028452,58.57336,4
3089,46.24013,40.700047,6
3090,-20.612564,88.88644,9
3091,14.16967,41.733353,4
3092,16.152525,92.74488,4
3093,-33.89441,-11.046744,8
3094,9.528052,-11.455006,8
3095,-17.259254,18.124266,9
3096,85.28206,43.63495,6
3097,55.75487,43.489235,6
3098,73.417496,52.035625,6
3099,-15.9226055,27.688948,9
3100,5.5717697,71.831665,4
3101,14.939525,44.97716,4
3102,-14.486184,-78.67931,2
3103,-69.21902,-51.511513,1
3104,-21.213829,69.537476,9
3105,-17.850344,-87.21266,2
3106,88.471924,-16.78187,0
3107,60.68274,-42.330486,0
3108,7.8315578,-53.187145,3
3109,54.71987,42.903328,6
3110,31.303877,68.60739,4
3111,-61.982414,-48.726357,1
3112,-22.41247,-63.474247,2
3113,-80.686195,-47.937717,1
3114,-11.171229,-20.853428,8
3115,71.002716,30.382286,6
3116,-55.522945,57.71808,7
3117,28.64586,46.4169,4
3118,37.94099,-13.325834,5
3119,-19.848814,-28.896046,8
3120,-66.406975,2.1948197,1
3121,-16.49144,22.152718,9
3122,-85.76157,12.5191555,1
3123,56.33565,40.39091,6
3124,18.140886,-54.975403,3
3125,22.60441,39.463596,4
3126,39.57875,-17.36949,5
3127,54.895252,41.51805,6
3128,83.92434,-1.8147349,0
3129,34.38424,15.427917,5
3130,-68.24746,-2.9570627,1
3131,78.7161,-47.349907,0
3132,-95.934906,-18.272018,1
3133,-25.892565,-97.22293,2
3134,-29.81906,-34.484043,2
3135,75.37402,-42.106716,0
3136,42.289,24.671946,6
3137,8.126124,9.353773,5
3138,24.835072,92.95663,4
3139,65.84802,47.523716,6
3140,-60.46241,6.1394315,7
3141,30.556805,11.637461,5
3142,-25.080158,-44.247246,2
3143,83.34212,-30.843925,0
3144,-11.794131,-32.14068,8
3145,-55.924324,-27.25892,1
3146,-18.118065,16.043333,9
3147,-37.365,-83.83488,2
3148,10.219757,-28.989307,8
3149,-76.503685,-26.701202,1
3150,1.5587977,-50.352657,3
3151,-46.344944,15.948836,7
3152,2.576769,-26.64772,8
3153,-18.221144,-13.643637,8
3154,3.4350991,-9.056713,8
3155,-64.01752,-33.162273,1
3156,-10.427095,-78.82249,2
3157,15.098956,42.542847,4
3158,-6.4256444,-2.1737702,8
3159,14.966854,-71.0978,3
3160,72.79758,-19.046246,0
3161,-18.571064,-83.05778,2
3162,-55.874973,52.491413,7
3163,-13.701876,-16.715939,8
3164,-18.511717,87.490265,9
3165,-18.739086,-82.649956,2
3166,-23.24541,-66.98673,2
3167,-41.74566,10.746347,7
3168,-11.206929,5.2106476,8
3169,-17.036367,18.748407,9
3170,28.828104,-3.0039046,5
3171,12.194571,-84.78554,3
3172,90.771645,42.485382,6
3173,-16.938559,19.18024,9
3174,4.3934994,-54.14049,3
3175,60.390762,-30.408937,0
3176,-38.77599,-60.15706,2
3177,-85.547714,-28.386396,1
3178,20.263607,-77.22288,3
3179,-19.831348,-72.71079,2
3180,33.963318,-12.181652,5
3181,34.178623,-73.99146,3
3182,6.6907535,50.64282,4
3183,16.650383,55.520718,4
3184,24.939404,37.2264,4
3185,19.804115,8.995866,5
3186,-20.1605,95.15506,9
3187,65.74618,48.699448,6
3188,30.334255,-3.2607417,5
3189,-54.356476,17.366638,7
3190,-29.614378,72.977516,9
3191,-26.734005,-15.472465,8
3192,0.43462494,-49.34544,3
3193,-23.516315,26.405987,9
3194,31.375965,87.92065,4
3195,65.87619,-40.99442,0
3196,-0.68829,-14.704284,8
3197,-75.08439,-37.73286,1
3198,83.27809,-36.70323,0
3199,-15.291033,-80.22083,2
3200,-39.21408,-44.03752,2
3201,36.876427,-85.83494,3
3202,-31.539091,79.244354,9
3203,21.322414,57.936512,4
3204,75.25242,-10.34324,5
3205,17.363487,12.9366255,5
3206,-48.078358,43.076984,7
3207,58.347958,41.21979,6
3208,-34.008846,-41.123302,2
3209,-53.75791,22.147072,7
3210,-42.642113,41.122337,7
3211,-25.73446,-23.50871,8
3212,-99.03757,-11.201716,1
3213,61.318253,-39.474094,0
3214,-54.891937,21.351616,7
3215,30.076204,-76.80744,3
3216,40.86509,-32.284897,5
3217,21.85681,46.00262,4
3218,24.87911,81.45326,4
3219,16.811726,13.275131,5
3220,38.3967,-86.4258,3
3221,44.91417,43.035477,6
3222,22.615719,87.322296,4
3223,-55.89368,24.284714,7
3224,-41.30028,-50.67141,2
3225,-26.368824,-5.2634487,8
3226,-96.92844,-13.394497,1
3227,-22.506687,22.496727,9
3228,-68.196236,46.90722,7
3229,46.79934,19.209637,6
3230,-100.7064,-3.9373438,1
3231,56.375477,-32.833546,0
3232,-17.457932,60.215378,9
3233,26.7878,-78.91794,3
3234,-85.60719,15.746176,1
3235,13.523844,55.710365,4
3236,-59.601997,35.02578,7
3237,-94.36373,-32.600113,1
3238,-10.46664,85.41731,9
3239,12.747072,57.766075,4
3240,21.036316,72.14555,4
3241,56.439995,-32.846943,0
3242,-18.417896,-62.749638,2
3243,-38.473236,-12.517828,8
3244,-9.73537,-92.40511,2
3245,66.12165,47.559803,6
3246,-62.450016,69.11083,7
3247,58.913513,-40.63654,0
3248,71.14873,-31.883015,0
3249,-53.23875,25.397753,7
3250,-74.4022,51.59732,7
3251,-37.811665,-24.620705,8
3252,-42.594822,56.308453,7
3253,-48.801186,23.653332,7
3254,16.189566,-32.272556,8
3255,-48.026608,7.2168374,7
3256,-11.869964,84.026886,9
3257,-18.114649,24.511564,9
3258,31.752642,-54.020367,3
3259,64.72937,-36.75035,0
3260,12.056064,78.8842,4
3261,13.301082,47.068954,4
3262,71.08824,-1.5568767,0
3263,-12.821791,46.4095,9
3264,30.955603,-76.91066,3
3265,-29.538708,44.201954,9
3266,22.00159,-22.037825,5
3267,-30.895132,24.52649,7
3268,-78.11407,-61.094593,6
3269,56.73426,-31.102942,0
3270,-58.543556,60.88971,7
3271,14.351565,13.687509,5
3272,-102.49726,11.096706,1
3273,-39.791866,-23.120632,8
3274,-22.736511,-70.02535,2
3275,12.827197,13.513442,5
3276,-55.22901,15.698218,7
3277,-27.410723,40.64302,9
3278,15.205619,89.07441,4
3279,-18.415558,-14.354544,8
3280,13.797214,79.48674,4
3281,-19.028427,-15.398007,8
3282,-54.429913,50.437416,7
3283,-71.97063,39.542336,7
3284,-28.49497,90.46889,9
3285,13.557253,13.890126,5
3286,67.88092,-36.571568,0
3287,54.05999,49.94509,6
3288,69.97971,20.204386,6
3289,15.634304,10.650502,5
3290,10.743239,89.76294,4
3291,24.737244,-76.40834,3
3292,-32.021435,35.37312,9
3293,-23.879923,-13.674252,8
3294,70.26425,45.46289,6
3295,-87.768486,-31.519968,1
3296,-21.195555,89.02592,9
3297,43.846035,39.98635,6
3298,-61.633,32.197598,7
3299,-38.503002,-14.187222,8
3300,-32.030975,-97.13594,2
3301,16.995296,13.083917,5
3302,-25.801813,85.62209,9
3303,-16.33845,26.941734,9
3304,-14.66066,-53.310234,2
3305,-22.743473,-80.482475,2
3306,-87.7707,18.003185,1
3307,-19.583967,-73.28878,2
3308,-61.004787,-24.409489,2
3309,65.751366,-39.824688,0
3310,-33.065304,48.189186,9
3311,-13.956326,22.583576,9
3312,11.174979,89.94435,4
3313,-23.816334,-82.03136,2
3314,12.321118,-34.641907,3
3315,8.27139,47.68421,4
3316,-31.144375,59.770042,9
3317,-62.138412,27.868172,7
3318,1.8892066,-55.31159,3
3319,29.34543,-72.41054,3
3320,6.949694,-45.39624,3
3321,-81.01976,-16.869408,1
3322,-14.819873,78.56089,9
3323,24.91559,-74.581116,3
3324,-65.28678,38.65133,7
3325,66.53818,46.145966,6
3326,11.25172,19.205317,5
3327,45.48652,28.993488,6
3328,97.20842,-18.662264,0
3329,-32.765392,-78.03717,2
3330,90.98432,19.348482,6
3331,-66.10547,-44.479618,1
3332,-2.0571694,-56.443188,3
3333,-32.42169,-78.66347,2
3334,8.726711,80.12513,4
3335,47.32133,35.830406,6
3336,31.24111,-46.72441,3
3337,65.982765,-35.73968,0
3338,6.513529,-26.443336,8
3339,-36.492283,-82.73262,2
3340,9.590542,43.377003,4
3341,-38.300095,-72.25406,2
3342,-12.85846,-72.97021,2
3343,-49.50639,19.965284,7
3344,-84.15456,4.008839,1
3345,-86.456024,-29.122894,1
3346,-13.266312,94.16354,9
3347,22.199144,-80.30085,3
3348,-31.736542,80.55101,9
3349,-48.43442,13.83724,7
3350,-60.722916,-21.384022,4
3351,15.299098,41.838463,4
3352,22.231026,85.833626,4
3353,-26.01721,-15.211675,8
3354,-34.85475,77.10263,8
3355,-25.735466,26.081387,9
3356,22.577057,24.764097,5
3357,-19.629822,-73.21785,2
3358,4.1458874,-47.381,3
3359,-23.382433,26.973513,9
3360,10.5802,71.2041,4
3361,11.878464,13.975501,5
3362,-34.762394,-70.63637,2
3363,43.665955,37.615585,6
3364,48.5612,21.075027,6
3365,-40.101818,-22.400867,8
3366,41.935493,32.530796,6
3367,52.93161,-35.802605,0
3368,-51.21757,56.920235,7
3369,58.58316,-35.503468,0
3370,38.45356,91.00044,4
3371,-6.476532,27.061487,9
3372,-53.88771,12.862952,7
3373,-83.193565,-40.797897,1
3374,12.67097,-52.959324,9
3375,-85.81524,-40.131126,1
3376,92.813614,-13.554063,0
3377,78.39876,-26.48812,0
3378,39.937386,-13.520525,5
3379,-72.009636,-49.508545,1
3380,-69.478645,-4.469479,1
3381,-40.49876,-80.24572,2
3382,-15.227689,102.28605,9
3383,19.648003,-75.412056,3
3384,9.40935,8.836751,5
3385,8.383268,4.29092,5
3386,44.377895,-60.782772,3
3387,56.490158,49.28063,6
3388,12.862277,78.52814,4
3389,-15.023863,41.512222,9
3390,-36.906944,-41.763153,2
3391,98.747604,-18.704302,0
3392,70.14058,7.068427,6
3393,-69.266365,-62.739666,1
3394,-76.65389,-4.751972,1
3395,-16.837814,-93.57047,2
3396,73.93195,-31.956032,0
3397,19.577047,-75.86218,3
3398,-27.66618,71.04127,9
3399,15.777647,41.232418,4
3400,42.97661,-66.361336,3
3401,9.08086,14.937023,5
3402,50.040516,-62.758034,3
3403,44.75428,29.880005,6
3404,26.875862,-40.767605,3
3405,-47.551865,4.5356245,7
3406,-77.43215,-5.689444,1
3407,-40.02613,-22.969059,8
3408,-59.73866,8.205724,7
3409,94.37023,-31.841711,0
3410,87.381134,-11.578693,0
3411,-63.475433,-54.143658,1
3412,-65.24219,0.27524686,1
3413,-7.555211,-84.88682,2
3414,-28.305548,78.02837,9
3415,-3.2742639,-56.277,3
3416,24.698547,-21.891445,5
3417,18.052008,37.604717,4
3418,-64.17434,-3.9236722,1
3419,10.021927,15.468473,5
3420,-11.597132,-9.31412,8
3421,46.496536,39.745712,6
3422,34.389473,-68.16389,3
3423,-45.263752,16.757671,7
3424,39.267323,-81.86498,3
3425,-34.128284,-24.814817,8
3426,-57.366543,71.395996,7
3427,-67.61243,-47.164223,1
3428,-54.37549,32.46056,7
3429,72.42226,-20.7259,0
3430,-77.251144,-21.776098,1
3431,-89.29458,-40.394115,1
3432,-91.36752,0.1200382,8
3433,9.165962,3.7482276,5
3434,56.252697,-26.345726,0
3435,3.3874319,-59.98379,3
3436,36.002815,92.8737,4
3437,15.2342415,35.79441,4
3438,-27.767962,-21.387781,8
3439,19.643837,43.160408,4
3440,-76.69999,-22.641357,1
3441,53.156334,-25.033627,0
3442,-67.32227,74.33954,7
3443,80.8443,-30.886513,0
3444,-46.31902,-67.756256,2
3445,46.45694,32.79522,6
3446,-15.724086,-15.883265,8
3447,-28.147917,31.437975,9
3448,-59.417984,29.582088,7
3449,56.912117,36.829525,6
3450,22.743025,85.231544,4
3451,47.334816,26.834784,6
3452,47.24935,-71.43568,3
3453,8.964801,16.58002,5
3454,55.491913,19.076519,6
3455,8.835399,38.434242,4
3456,-81.30988,3.5258365,1
3457,7.0830793,45.440258,4
3458,7.909089,78.485954,4
3459,20.738146,56.891705,4
3460,34.55739,-51.72937,3
3461,53.722862,-22.758633,0
3462,2.12805,-50.190388,3
3463,-50.19062,17.148342,7
3464,-89.91651,16.294783,1
3465,-12.477166,30.527847,9
3466,20.89184,-56.299717,3
3467,24.354033,9.843594,5
3468,-57.978626,-16.58269,1
3469,-52.412796,16.861002,7
3470,-19.587349,-93.03388,2
3471,24.008377,-71.3343,3
3472,42.96869,-69.0831,3
3473,-81.72256,-50.852802,1
3474,40.488575,30.183279,6
3475,13.195508,44.260708,4
3476,-2.3120816,-26.845175,8
3477,17.61671,45.945366,4
3478,-76.27655,-13.430383,1
3479,55.988766,-11.934195,0
3480,6.692388,-23.598803,8
3481,-15.034049,26.847826,9
3482,-7.5759683,-9.958313,8
3483,-12.309967,46.343872,9
3484,6.10271,79.791885,4
3485,66.84322,55.012913,6
3486,-23.189009,-67.056656,2
3487,-62.17145,-42.92528,1
3488,-95.643105,-21.770903,1
3489,-17.746996,-25.046444,8
3490,69.52659,-48.760876,0
3491,2.776646,-60.00537,3
3492,103.76996,-24.292942,0
3493,-26.95193,-27.310198,8
3494,-60.82801,6.22709,7
3495,-22.120012,-15.933306,8
3496,39.3202,73.003525,4
3497,-23.271427,-19.657719,8
3498,-45.143147,65.50143,7
3499,-27.287954,-22.524876,8
3500,13.874915,3.8595865,5
3501,-19.134445,-19.331375,8
3502,-10.862976,1.453609,8
3503,14.771624,39.458454,4
3504,4.9091077,68.63444,4
3505,-46.79305,15.732964,7
3506,-21.905113,100.51973,9
3507,-35.51316,16.885593,7
3508,-33.04974,82.20038,9
3509,-66.42573,-60.591427,1
3510,-69.13111,-43.139545,9
3511,-22.354338,22.35909,9
3512,23.645641,-35.847324,8
3513,-32.502857,-20.28221,8
3514,98.21514,-24.977503,0
3515,-46.51477,15.39314,7
3516,67.287674,-11.396379,0
3517,-37.515015,-19.576897,8
3518,-49.815163,59.282944,7
3519,-33.187344,54.751316,9
3520,50.507195,15.488049,6
3521,19.490545,-77.139404,3
3522,-45.125217,66.02084,7
3523,1.724188,-58.0741,3
3524,66.92725,7.9167933,6
3525,13.663601,15.992115,5
3526,-0.4226262,-0.99744874,8
3527,22.340466,16.785473,5
3528,-11.757689,56.59941,9
3529,95.53029,-34.038357,0
3530,68.84864,15.614854,6
3531,-78.57184,50.183647,7
3532,-63.87161,2.9681633,1
3533,-13.006549,27.34889,9
3534,80.716805,-44.13459,0
3535,11.255223,18.556156,5
3536,-9.810328,-75.829,2
3537,40.425007,31.664991,6
3538,-62.967834,17.86378,7
3539,26.600504,13.332752,5
3540,-88.119194,18.724419,1
3541,101.57959,-25.124344,0
3542,21.60397,-69.59067,3
3543,58.383717,31.128794,6
3544,-16.687244,99.24822,9
3545,-66.39581,-61.180912,1
3546,-69.1748,-13.296069,1
3547,15.4887,38.923862,4
3548,26.703667,62.88443,4
3549,-63.354538,-54.42306,1
3550,33.284946,-74.273186,3
3551,-57.825863,-40.85908,1
3552,26.02175,-40.056026,3
3553,-36.13143,-68.30055,2
3554,6.45706,-17.458588,8
3555,-39.31766,-18.650553,8
3556,-50.75284,53.57207,7
3557,-17.646832,-86.13884,2
3558,44.97757,-6.3230453,5
3559,60.94946,36.356567,6
3560,-96.013535,-3.7831614,1
3561,-64.39176,-53.875008,1
3562,83.70412,-4.577958,0
3563,17.72142,25.593718,5
3564,-47.896408,-63.74291,2
3565,91.86147,-38.16843,0
3566,-18.01418,95.02515,9
3567,-80.49196,-31.705145,1
3568,60.70654,-33.09882,0
3569,-17.145016,-96.441956,2
3570,-1.5564774,49.99048,8
3571,44.433086,-70.685936,3
3572,101.145,19.775103,6
3573,38.233788,74.66376,4
3574,-32.016567,-62.216854,2
3575,26.375147,13.723461,5
3576,35.560787,-61.391006,3
3577,92.32635,14.592702,6
3578,-24.892815,-68.79036,2
3579,-76.471695,55.885445,7
3580,19.443075,-17.53161,5
3581,-10.652526,-32.082485,8
3582,-36.80246,-52.429726,2
3583,-18.5907,67.42697,9
3584,10.662912,-26.688702,8
3585,91.243034,-26.683743,0
3586,52.137825,49.888683,6
3587,-97.553185,-17.835745,1
3588,-20.079645,79.54912,9
3589,-16.10175,-96.26406,2
3590,90.9916,-14.6446085,0
3591,43.3017,-61.33456,3
3592,-88.401855,-39.462677,1
3593,-96.22411,-18.303291,1
3594,-18.958946,99.407364,9
3595,21.491907,10.006294,5
3596,48.149014,-52.657223,3
3597,84.41555,23.879847,6
3598,-22.371447,18.753437,9
3599,-75.81091,54.15355,7
3600,4.4285693,-15.582951,8
3601,-7.3497615,-31.725977,8
3602,-64.999466,-23.416454,1
3603,93.99792,-36.593655,0
3604,-66.17549,-2.5385299,1
3605,-71.012665,-35.07186,1
3606,13.463764,-53.174763,3
3607,-15.681926,-96.629875,2
3608,1.8942809,74.16764,4
3609,26.209606,-47.582443,3
3610,59.726616,-20.380531,0
3611,37.69984,74.264015,4
3612,77.91224,-19.147575,0
3613,22.653828,13.415354,5
3614,19.234303,-46.677944,3
3615,92.47778,14.526985,6
3616,4.962331,-25.8135,8
3617,-78.65277,47.69814,7
3618,-62.75256,64.04168,7
3619,-3.5204184,-33.913464,8
3620,-66.59599,71.11371,7
3621,-23.123194,28.169228,9
3622,100.74778,-29.263437,0
3623,83.973595,22.299639,6
3624,24.74614,63.329327,4
3625,28.712273,70.13645,4
3626,-74.45272,12.953842,3
3627,-20.958923,-94.830956,2
3628,-70.8066,-8.815839,1
3629,82.952354,22.869312,6
3630,-43.171417,-13.367228,8
3631,41.613457,73.48116,4
3632,96.37711,-7.920178,0
3633,-76.55938,55.831787,7
3634,14.114438,12.843931,5
3635,32.971066,3.7721334,5
3636,-32.195057,86.68158,9
3637,34.218964,9.954907,5
3638,41.542957,-10.878592,5
3639,19.416779,62.42907,4
3640,-48.263454,9.429775,7
3641,-75.27787,54.582912,7
3642,-18.616005,-68.25284,2
3643,-2.7601736,-24.215015,8
3644,-5.392357,69.161545,1
3645,-15.522541,85.668884,9
3646,78.18147,18.84177,6
3647,-18.174353,-93.5283,2
3648,35.61808,-4.137642,5
3649,-23.5174,57.977215,9
3650,77.30385,51.342632,6
3651,46.15619,-72.48501,3
3652,12.303366,82.57588,4
3653,-10.145558,84.1095,9
3654,55.983894,24.224724,6
3655,16.41478,-60.25034,3
3656,19.691977,-44.009323,3
3657,-5.1996346,1.8402718,8
3658,-34.408375,-13.859523,8
3659,-18.68241,-94.9308,2
3660,-14.40145,-86.435196,2
3661,91.43547,-26.98492,0
3662,-61.18883,-6.5521293,9
3663,-26.19488,62.31476,9
3664,-13.529914,-4.7422457,8
3665,-7.0295353,-29.367117,8
3666,4.255123,72.28179,4
3667,63.21631,-13.624366,0
3668,27.399559,39.470383,4
3669,29.264017,11.037036,5
3670,19.146566,-44.034557,3
3671,78.434555,24.04677,6
3672,-29.587433,-36.89985,2
3673,72.70956,-24.289408,0
3674,8.761654,-46.597126,3
3675,-86.991516,-25.686502,1
3676,-51.40989,-64.53098,2
3677,97.354774,-18.87739,0
3678,-11.813305,67.85425,9
3679,-18.009212,-92.242966,2
3680,-36.513283,-42.07974,2
3681,14.21148,15.818702,5
3682,-68.40554,79.42051,5
3683,25.943892,-54.258404,3
3684,23.626593,-38.136578,3
3685,34.177902,3.3471715,5
3686,14.086211,90.100426,4
3687,39.793865,-75.651115,3
3688,-1.5717471,19.608946,8
3689,6.771464,-28.819654,8
3690,-9.70273,5.807739,8
3691,70.7183,-21.764414,0
3692,-89.40385,1.6305202,7
3693,95.05845,-27.555735,0
3694,36.580082,80.04214,4
3695,34.21201,3.6731591,5
3696,-38.75161,43.457417,9
3697,13.711758,57.099037,4
3698,91.19478,-12.572923,0
3699,46.092007,-72.10189,3
3700,82.00842,29.627592,6
3701,32.02895,79.448135,4
3702,71.51958,-19.699312,0
3703,-55.87399,-16.549133,1
3704,-13.396447,97.044945,9
3705,20.94211,6.0037737,5
3706,89.11936,36.84063,6
3707,19.70136,-76.43425,3
3708,15.422331,74.0275,4
3709,76.95975,-45.467293,0
3710,-38.195103,-40.476337,2
3711,9.41152,-29.84414,8
3712,-28.365677,-64.84929,2
3713,17.629496,-76.99045,3
3714,-65.75436,-5.6201825,1
3715,87.147354,-27.420612,0
3716,-1.9962327,74.60262,4
3717,95.04316,11.056387,6
3718,-54.033405,59.051517,7
3719,-1.2653,-91.24604,2
3720,61.134766,-24.538256,0
3721,-76.66039,52.63817,7
3722,-26.70176,-58.23894,2
3723,-81.67983,-48.0714,1
3724,40.468895,75.21026,4
3725,-85.33744,-41.228687,1
3726,73.59874,52.94583,6
3727,-6.696816,-38.776424,8
3728,-45.102703,41.979748,7
3729,-72.83663,-49.419365,1
3730,9.524458,-11.423638,8
3731,-75.15122,52.702667,7
3732,10.568115,53.53837,4
3733,-75.9641,-39.99124,1
3734,93.5562,-21.690659,0
3735,14.171752,-71.45303,3
3736,72.20576,53.84123,6
3737,-6.6916842,-38.785694,8
3738,37.801353,86.32668,4
3739,37.25269,77.46776,4
3740,28.29642,-34.55865,3
3741,-19.152304,-75.21099,2
3742,16.159298,-33.56247,9
3743,74.00381,-21.465868,0
3744,-7.346336,-33.417046,8
3745,-15.633219,44.819942,9
3746,-14.474062,63.18082,9
3747,-73.930374,49.26868,7
3748,-35.67246,-36.810524,2
3749,92.27736,14.432153,6
3750,-52.12584,47.425716,7
3751,-76.23952,56.168545,7
3752,20.838108,-3.0360234,5
3753,37.946552,73.488335,4
3754,17.782883,-54.63545,3
3755,-87.355095,-29.241798,1
3756,18.4374,-67.67466,3
3757,95.410095,11.560964,6
3758,-92.29015,8.265968,1
3759,-5.3624206,-28.81535,8
3760,-14.342662,85.20698,9
3761,26.322588,70.32226,4
3762,85.86438,-6.084883,8
3763,-65.76857,-26.023699,1
3764,82.505516,51.23101,6
3765,-30.115795,-99.11128,2
3766,-6.663878,-2.4358487,8
3767,92.39983,14.569282,6
3768,36.48186,-34.206516,5
3769,-66.392265,53.145164,7
3770,-32.935448,75.37488,9
3771,-63.252216,-25.221407,1
3772,69.81444,12.816238,6
3773,-12.477379,48.860966,9
3774,65.05668,46.112206,6
3775,-8.300066,-30.241346,8
3776,94.086975,-16.81631,0
3777,87.89329,-21.056149,0
3778,57.218273,-21.13686,0
3779,80.1732,23.268246,6
3780,-54.038857,65.81176,7
3781,-8.066163,52.067413,9
3782,-48.945473,64.62945,7
3783,28.390354,67.074295,4
3784,-20.564629,92.224625,9
3785,-15.953457,64.956566,9
3786,-22.364822,67.80142,9
3787,-15.386819,44.66628,9
3788,-39.908634,18.536186,7
3789,79.53134,24.487225,6
3790,-56.03526,70.338,7
3791,-1.2668842,-91.24386,2
3792,3.3537915,-14.738117,8
3793,12.200627,-72.81609,3
3794,84.50994,36.920776,6
3795,-76.69404,56.02948,7
3796,-28.847979,82.12646,9
3797,-58.547096,-37.214306,1
3798,-66.10932,-61.09564,7
3799,-24.791838,-96.71743,2
3800,-100.86096,2.8749197,1
3801,5.183353,5.7787232,5
3802,-79.208084,7.439356,1
3803,-1.9483783,-54.87432,3
3804,-65.638824,43.546955,7
3805,-46.232433,23.479315,7
3806,77.147865,-6.4558344,0
3807,-15.735899,-31.015812,8
3808,69.294716,54.73532,6
3809,93.30719,-8.954699,0
3810,3.3998353,-42.331913,3
3811,-74.62981,-36.40353,1
3812,31.689247,-74.09549,3
3813,-24.582201,-52.514194,2
3814,85.01923,18.755487,6
3815,30.54368,-50.813114,3
3816,-0.48287085,-11.853959,8
3817,20.647371,45.140774,4
3818,-21.479563,93.90401,9
3819,42.835842,-21.304749,5
3820,71.838264,55.746048,6
3821,83.0362,34.617767,6
3822,-86.553314,14.977876,1
3823,-68.23863,36.513405,7
3824,8.2566185,-58.781708,3
3825,-16.499105,-24.755047,8
3826,-34.152615,-60.253315,2
3827,-37.75008,35.072903,9
3828,-7.6565742,71.80045,4
3829,86.54493,-22.66887,0
3830,-37.464672,-42.106438,2
3831,-74.87038,-37.759705,1
3832,28.355133,-13.658523,5
3833,-24.77356,-52.579594,2
3834,-22.696594,54.95092,9
3835,24.152554,-55.423634,3
3836,-9.000615,-85.32778,2
3837,13.010299,48.59889,4
3838,4.597924,75.59264,4
3839,42.84895,-3.2455235,5
3840,-45.148655,44.13938,7
3841,70.47635,34.618805,6
3842,-34.798355,-13.289578,8
3843,-49.01607,19.429173,7
3844,4.0970707,-46.176395,3
3845,-19.640839,-25.717844,8
3846,-45.167164,66.14366,7
3847,-25.258389,47.87797,9
3848,-14.176979,-81.744965,2
3849,74.780334,-10.372731,0
3850,-84.94645,6.8278265,1
3851,-79.748985,-48.257072,1
3852,-24.359758,60.334293,9
3853,-28.429483,-80.87152,2
3854,-59.300873,39.934772,7
3855,16.25597,-52.56024,3
3856,88.99791,36.471565,6
3857,19.334934,55.51376,4
3858,51.75478,49.051815,6
3859,43.452408,-2.5795057,5
3860,29.760408,-25.005863,5
3861,69.21514,40.206356,6
3862,-0.70738006,75.64634,4
3863,-53.51441,5.8469577,7
3864,18.157875,26.033403,5
3865,-15.067844,-21.111307,8
3866,0.03202416,-9.500754,8
3867,-24.447363,40.016514,9
3868,-43.45657,50.871204,7
3869,69.18803,44.75774,6
3870,28.106419,-11.111108,5
3871,-31.464424,-44.883068,2
3872,4.165911,-27.516619,8
3873,64.660934,44.193916,6
3874,-28.34256,82.951004,9
3875,60.422554,22.581266,5
3876,78.05145,-4.2078137,0
3877,18.261166,44.217617,4
3878,-61.12203,-13.528296,1
3879,-22.876272,-48.800827,2
3880,-42.55093,-69.17008,2
3881,86.384766,-20.958918,0
3882,78.91012,-44.749672,0
3883,-19.326982,-26.405012,8
3884,65.52286,-17.708057,0
3885,-80.27174,-44.548424,1
